id,request_time,bus_income,left_db_border,right_db_border,timeout
3240,"2020-02-22 08:01:34.743848",08:04:35,08:01:00,08:15:00,90
3241,"2020-02-22 08:03:13.333975",08:04:43,08:01:00,08:15:00,45
3242,"2020-02-22 08:04:07.284431",08:05:01,08:01:00,08:15:00,27
3243,"2020-02-22 08:04:46.338279",08:05:50,08:01:00,08:15:00,32
3244,"2020-02-22 08:05:29.784164",08:05:25,08:01:00,08:15:00,10
3245,"2020-02-22 08:05:48.027055",08:25:28,08:15:00,08:28:00,590
3246,"2020-02-22 08:15:47.839125",08:25:27,08:15:00,08:28:00,290
3247,"2020-02-22 08:20:46.546656",08:26:51,08:15:00,08:28:00,182
3248,"2020-02-22 08:24:00.224275",08:26:53,08:15:00,08:28:00,86
3249,"2020-02-22 08:25:38.991989",08:26:59,08:15:00,08:28:00,40
3250,"2020-02-22 08:26:27.757189",08:26:35,08:15:00,08:28:00,10
3251,"2020-02-22 08:26:46.262063",08:26:34,08:15:00,08:28:00,10
3252,"2020-02-22 08:27:04.561817",08:26:34,08:15:00,08:28:00,10
3253,"2020-02-22 08:27:22.443514",08:45:11,08:41:00,08:54:00,534
3254,"2020-02-22 08:36:26.899726",08:47:13,08:41:00,08:54:00,323
3255,"2020-02-22 08:42:00.928100",08:48:04,08:41:00,08:54:00,182
3256,"2020-02-22 08:45:14.624743",08:48:55,08:41:00,08:54:00,110
3257,"2020-02-22 08:47:13.351663",08:48:52,08:41:00,08:54:00,49
3258,"2020-02-22 08:48:11.811480",08:48:19,08:41:00,08:54:00,10
3259,"2020-02-22 08:48:30.242988",08:48:18,08:41:00,08:54:00,10
3260,"2020-02-22 08:48:48.924519",09:02:57,08:54:00,09:05:00,424
3261,"2020-02-22 08:56:03.108400",09:05:33,09:05:00,09:15:00,285
3262,"2020-02-22 09:00:56.825527",09:06:26,09:05:00,09:15:00,165
3263,"2020-02-22 09:03:50.290415",09:06:19,09:05:00,09:15:00,74
3264,"2020-02-22 09:05:14.163986",09:06:35,09:05:00,09:15:00,40
3265,"2020-02-22 09:06:03.397208",09:06:54,09:05:00,09:15:00,25
3266,"2020-02-22 09:06:37.261528",09:06:55,09:05:00,09:15:00,10
3267,"2020-02-22 09:06:55.171426",09:06:55,09:05:00,09:15:00,10
3268,"2020-02-22 09:07:13.538027",09:25:05,09:15:00,09:26:00,536
3269,"2020-02-22 09:16:22.447089",09:26:37,09:26:00,09:39:00,307
3270,"2020-02-22 09:21:42.066101",09:27:34,09:26:00,09:39:00,176
3271,"2020-02-22 09:24:50.544209",09:27:47,09:26:00,09:39:00,88
3272,"2020-02-22 09:26:29.526191",09:27:07,09:26:00,09:39:00,19
3273,"2020-02-22 09:26:58.570857",09:27:00,09:26:00,09:39:00,10
3274,"2020-02-22 09:27:16.264523",09:27:00,09:26:00,09:39:00,10
3275,"2020-02-22 09:27:34.700271",09:47:53,09:39:00,09:54:00,609
3276,"2020-02-22 09:37:53.666524",09:47:24,09:39:00,09:54:00,285
3277,"2020-02-22 09:42:48.083077",09:46:35,09:39:00,09:54:00,113
3278,"2020-02-22 09:44:50.869539",09:47:33,09:39:00,09:54:00,81
3279,"2020-02-22 09:46:24.646442",09:47:26,09:39:00,09:54:00,31
3280,"2020-02-22 09:47:08.325925",09:48:29,09:39:00,09:54:00,40
3281,"2020-02-22 09:47:57.677665",09:47:54,09:39:00,09:54:00,10
3282,"2020-02-22 09:48:20.048266",09:47:54,09:39:00,09:54:00,10
3283,"2020-02-22 09:48:38.354758",09:57:27,09:54:00,10:09:00,264
3284,"2020-02-22 09:53:11.699219",09:56:48,09:54:00,10:09:00,108
3285,"2020-02-22 09:55:10.780955",09:57:15,09:54:00,10:09:00,62
3286,"2020-02-22 09:56:24.212197",09:57:25,09:54:00,10:09:00,30
3287,"2020-02-22 09:57:03.045880",09:57:35,09:54:00,10:09:00,16
3288,"2020-02-22 09:57:31.411804",09:57:38,09:54:00,10:09:00,10
3289,"2020-02-22 09:57:50.163874",09:57:34,09:54:00,10:09:00,10
3290,"2020-02-22 09:58:08.552643",10:05:53,09:54:00,10:09:00,232
3291,"2020-02-22 10:02:12.094706",10:05:07,09:54:00,10:09:00,87
3292,"2020-02-22 10:03:50.442749",10:04:45,09:54:00,10:09:00,27
3293,"2020-02-22 10:04:29.175478",10:04:42,09:54:00,10:09:00,10
3294,"2020-02-22 10:04:47.890457",10:04:44,09:54:00,10:09:00,10
3295,"2020-02-22 10:05:06.505153",10:25:48,10:24:00,10:39:00,621
3296,"2020-02-22 10:15:41.055675",10:25:58,10:24:00,10:39:00,308
3297,"2020-02-22 10:20:59.644451",10:25:44,10:24:00,10:39:00,142
3298,"2020-02-22 10:23:33.548279",10:26:09,10:24:00,10:39:00,78
3299,"2020-02-22 10:25:02.648450",10:25:57,10:24:00,10:39:00,27
3300,"2020-02-22 10:25:41.298083",10:25:52,10:24:00,10:39:00,10
3301,"2020-02-22 10:25:59.504950",10:25:58,10:24:00,10:39:00,10
3302,"2020-02-22 10:26:17.621851",10:25:57,10:24:00,10:39:00,10
3303,"2020-02-22 10:26:35.783438",10:47:33,10:39:00,10:54:00,629
3304,"2020-02-22 10:37:15.304935",10:48:47,10:39:00,10:54:00,346
3305,"2020-02-22 10:43:14.055616",10:49:10,10:39:00,10:54:00,178
3306,"2020-02-22 10:46:22.753373",10:48:45,10:39:00,10:54:00,71
3307,"2020-02-22 10:47:46.252764",10:48:50,10:39:00,10:54:00,32
3308,"2020-02-22 10:48:29.730423",10:49:34,10:39:00,10:54:00,32
3309,"2020-02-22 10:49:13.376430",10:49:10,10:39:00,10:54:00,10
3310,"2020-02-22 10:49:31.894273",10:49:12,10:39:00,10:54:00,10
3311,"2020-02-22 10:49:50.126426",11:04:18,10:54:00,11:09:00,434
3312,"2020-02-22 10:57:14.153246",11:05:48,10:54:00,11:09:00,257
3313,"2020-02-22 11:01:43.315802",11:06:04,10:54:00,11:09:00,130
3314,"2020-02-22 11:04:02.789236",11:06:31,10:54:00,11:09:00,74
3315,"2020-02-22 11:05:26.009427",11:06:07,10:54:00,11:09:00,20
3316,"2020-02-22 11:05:54.388485",11:05:57,10:54:00,11:09:00,10
3317,"2020-02-22 11:06:12.897107",11:05:57,10:54:00,11:09:00,10
3318,"2020-02-22 11:06:30.961300",11:25:41,11:24:00,11:39:00,575
3319,"2020-02-22 11:16:15.147252",11:25:48,11:24:00,11:39:00,286
3320,"2020-02-22 11:21:14.296634",11:26:04,11:24:00,11:39:00,145
3321,"2020-02-22 11:23:48.126514",11:26:57,11:24:00,11:39:00,94
3322,"2020-02-22 11:25:31.873333",11:26:34,11:24:00,11:39:00,31
3323,"2020-02-22 11:26:15.209348",11:26:53,11:24:00,11:39:00,19
3324,"2020-02-22 11:26:43.586535",11:27:05,11:24:00,11:39:00,11
3325,"2020-02-22 11:27:07.120916",11:27:04,11:24:00,11:39:00,10
3326,"2020-02-22 11:27:25.082165",11:27:02,11:24:00,11:39:00,10
3327,"2020-02-22 11:27:43.157889",11:45:59,11:39:00,11:54:00,548
3328,"2020-02-22 11:37:03.639766",11:45:40,11:39:00,11:54:00,258
3329,"2020-02-22 11:41:31.910565",11:46:12,11:39:00,11:54:00,140
3330,"2020-02-22 11:44:00.711663",11:46:41,11:39:00,11:54:00,80
3331,"2020-02-22 11:45:29.126989",11:46:50,11:39:00,11:54:00,40
3332,"2020-02-22 11:46:17.889168",11:46:48,11:39:00,11:54:00,15
3333,"2020-02-22 11:46:41.060078",11:46:44,11:39:00,11:54:00,10
3334,"2020-02-22 11:46:59.887116",11:46:44,11:39:00,11:54:00,10
3335,"2020-02-22 11:47:21.890728",12:03:44,11:54:00,12:09:00,491
3336,"2020-02-22 11:55:46.689209",12:04:18,11:54:00,12:09:00,256
3337,"2020-02-22 12:00:17.268015",12:05:06,11:54:00,12:09:00,144
3338,"2020-02-22 12:02:51.427994",12:04:56,11:54:00,12:09:00,62
3339,"2020-02-22 12:04:05.177370",12:04:46,11:54:00,12:09:00,20
3340,"2020-02-22 12:04:33.661390",12:05:00,11:54:00,12:09:00,13
3341,"2020-02-22 12:04:57.537251",12:04:59,11:54:00,12:09:00,10
3342,"2020-02-22 12:05:15.847222",12:05:01,11:54:00,12:09:00,10
3343,"2020-02-22 12:05:34.405316",12:05:01,11:54:00,12:09:00,10
3344,"2020-02-22 12:05:53.862164",12:27:11,12:24:00,12:39:00,639
3345,"2020-02-22 12:16:44.133751",12:28:27,12:24:00,12:39:00,351
3346,"2020-02-22 12:22:47.711282",12:29:22,12:24:00,12:39:00,197
3347,"2020-02-22 12:26:16.876603",12:29:32,12:24:00,12:39:00,98
3348,"2020-02-22 12:28:06.110046",12:29:54,12:24:00,12:39:00,54
3349,"2020-02-22 12:29:09.900548",12:29:57,12:24:00,12:39:00,24
3350,"2020-02-22 12:29:43.407404",12:30:45,12:24:00,12:39:00,31
3351,"2020-02-22 12:30:27.494866",12:30:15,12:24:00,12:39:00,10
3352,"2020-02-22 12:30:46.222918",12:37:12,12:24:00,12:39:00,193
3353,"2020-02-22 12:34:10.629860",12:36:52,12:24:00,12:39:00,81
3354,"2020-02-22 12:35:44.409859",12:36:49,12:24:00,12:39:00,32
3355,"2020-02-22 12:36:27.451579",12:37:08,12:24:00,12:39:00,20
3356,"2020-02-22 12:36:55.905697",12:37:10,12:24:00,12:39:00,10
3357,"2020-02-22 12:37:14.177023",12:37:08,12:24:00,12:39:00,10
3358,"2020-02-22 12:37:32.741317",12:45:54,12:39:00,12:54:00,251
3359,"2020-02-22 12:41:56.641794",12:47:02,12:39:00,12:54:00,153
3360,"2020-02-22 12:44:40.816338",12:47:04,12:39:00,12:54:00,72
3361,"2020-02-22 12:46:04.827181",12:47:14,12:39:00,12:54:00,35
3362,"2020-02-22 12:46:48.824551",12:47:06,12:39:00,12:54:00,10
3363,"2020-02-22 12:47:07.188833",12:47:04,12:39:00,12:54:00,10
3364,"2020-02-22 12:47:25.717483",12:47:04,12:39:00,12:54:00,10
3365,"2020-02-22 12:47:43.725633",12:59:40,12:54:00,13:09:00,358
3366,"2020-02-22 12:53:53.002834",13:00:54,12:54:00,13:09:00,210
3367,"2020-02-22 12:57:31.438798",13:01:19,12:54:00,13:09:00,114
3368,"2020-02-22 12:59:35.414431",13:01:19,12:54:00,13:09:00,52
3369,"2020-02-22 13:00:39.328981",13:01:48,12:54:00,13:09:00,34
3370,"2020-02-22 13:01:23.284306",13:01:19,12:54:00,13:09:00,10
3371,"2020-02-22 13:01:41.211373",13:01:19,12:54:00,13:09:00,10
3372,"2020-02-22 13:01:59.881867",13:17:55,13:09:00,13:24:00,478
3373,"2020-02-22 13:10:08.869251",13:21:02,13:09:00,13:24:00,327
3374,"2020-02-22 13:15:48.164570",13:20:49,13:09:00,13:24:00,150
3375,"2020-02-22 13:18:26.978919",13:21:16,13:09:00,13:24:00,85
3376,"2020-02-22 13:20:00.986809",13:21:24,13:09:00,13:24:00,42
3377,"2020-02-22 13:20:55.528192",13:20:53,13:09:00,13:24:00,10
3378,"2020-02-22 13:21:13.676768",13:20:53,13:09:00,13:24:00,10
3379,"2020-02-22 13:21:32.410816",13:34:40,13:24:00,13:39:00,394
3380,"2020-02-22 13:28:16.748427",13:36:20,13:24:00,13:39:00,242
3381,"2020-02-22 13:32:30.778270",13:35:37,13:24:00,13:39:00,93
3382,"2020-02-22 13:34:15.132485",13:35:46,13:24:00,13:39:00,45
3383,"2020-02-22 13:35:08.969642",13:35:29,13:24:00,13:39:00,10
3384,"2020-02-22 13:35:27.851135",13:35:27,13:24:00,13:39:00,10
3385,"2020-02-22 13:35:46.149213",13:35:26,13:24:00,13:39:00,10
3386,"2020-02-22 13:36:04.643148",13:54:00,13:54:00,14:09:00,538
3387,"2020-02-22 13:45:14.067577",13:54:31,13:54:00,14:09:00,278
3388,"2020-02-22 13:50:02.650725",13:55:48,13:54:00,14:09:00,173
3389,"2020-02-22 13:53:06.513982",13:56:44,13:54:00,14:09:00,109
3390,"2020-02-22 13:55:05.386362",13:56:59,13:54:00,14:09:00,57
3391,"2020-02-22 13:56:13.927076",13:57:35,13:54:00,14:09:00,41
3392,"2020-02-22 13:57:07.163313",13:57:46,13:54:00,14:09:00,19
3393,"2020-02-22 13:57:34.996859",13:57:25,13:54:00,14:09:00,10
3394,"2020-02-22 13:57:53.393973",14:07:56,13:54:00,14:09:00,301
3395,"2020-02-22 14:03:07.325302",14:08:20,13:54:00,14:09:00,156
3396,"2020-02-22 14:05:56.021308",14:07:37,13:54:00,14:09:00,50
3397,"2020-02-22 14:06:54.939457",14:07:47,13:54:00,14:09:00,26
3398,"2020-02-22 14:07:33.897603",14:07:28,13:54:00,14:09:00,10
3399,"2020-02-22 14:07:52.409089",14:28:43,14:24:00,14:39:00,625
3400,"2020-02-22 14:18:26.488165",14:29:09,14:24:00,14:39:00,321
3401,"2020-02-22 14:24:00.701533",14:31:27,14:24:00,14:39:00,223
3402,"2020-02-22 14:27:54.559206",14:31:06,14:24:00,14:39:00,96
3403,"2020-02-22 14:29:42.962100",14:31:04,14:24:00,14:39:00,41
3404,"2020-02-22 14:30:37.095863",14:31:25,14:24:00,14:39:00,24
3405,"2020-02-22 14:31:10.691683",14:31:08,14:24:00,14:39:00,10
3406,"2020-02-22 14:31:29.286515",14:45:53,14:39:00,14:54:00,432
3407,"2020-02-22 14:38:53.196621",14:46:25,14:39:00,14:54:00,226
3408,"2020-02-22 14:42:52.623286",14:46:11,14:39:00,14:54:00,99
3409,"2020-02-22 14:44:41.158972",14:45:42,14:39:00,14:54:00,30
3410,"2020-02-22 14:45:19.464390",14:45:38,14:39:00,14:54:00,10
3411,"2020-02-22 14:45:37.805558",14:45:36,14:39:00,14:54:00,10
3412,"2020-02-22 14:45:56.115068",15:06:56,14:54:00,15:11:00,630
3413,"2020-02-22 14:56:35.886369",15:08:07,14:54:00,15:11:00,346
3414,"2020-02-22 15:02:35.195000",15:09:10,14:54:00,15:11:00,197
3415,"2020-02-22 15:06:04.421695",15:09:56,14:54:00,15:11:00,116
3416,"2020-02-22 15:08:13.313833",15:09:58,14:54:00,15:11:00,52
3417,"2020-02-22 15:09:16.837714",15:09:59,14:54:00,15:11:00,21
3418,"2020-02-22 15:09:49.995667",15:10:53,14:54:00,15:11:00,32
3419,"2020-02-22 15:10:33.814641",15:10:30,14:54:00,15:11:00,10
3420,"2020-02-22 15:10:52.170340",15:10:30,14:54:00,15:11:00,10
3421,"2020-02-22 15:11:10.321961",15:25:55,15:11:00,15:27:00,442
3422,"2020-02-22 15:18:44.231358",15:24:05,15:11:00,15:27:00,160
3423,"2020-02-22 15:21:33.042650",15:24:03,15:11:00,15:27:00,75
3424,"2020-02-22 15:22:56.943014",15:23:43,15:11:00,15:27:00,23
3425,"2020-02-22 15:23:30.369502",15:23:29,15:11:00,15:27:00,10
3426,"2020-02-22 15:23:48.536718",15:44:06,15:44:00,16:05:00,609
3427,"2020-02-22 15:34:08.142488",15:43:56,15:27:00,15:44:00,294
3428,"2020-02-22 15:39:12.441114",15:45:21,15:44:00,16:05:00,184
3429,"2020-02-22 15:42:27.108642",15:45:18,15:44:00,16:05:00,85
3430,"2020-02-22 15:44:00.778178",15:45:37,15:44:00,16:05:00,48
3431,"2020-02-22 15:44:58.870324",15:45:56,15:44:00,16:05:00,29
3432,"2020-02-22 15:45:37.191561",15:45:36,15:44:00,16:05:00,10
3433,"2020-02-22 15:45:55.723451",15:45:36,15:44:00,16:05:00,10
3434,"2020-02-22 15:46:14.104114",16:09:40,16:05:00,16:25:00,703
3435,"2020-02-22 15:58:08.302283",16:09:20,16:05:00,16:25:00,336
3436,"2020-02-22 16:03:57.774358",16:09:18,16:05:00,16:25:00,160
3437,"2020-02-22 16:06:46.745679",16:09:37,16:05:00,16:25:00,85
3438,"2020-02-22 16:08:20.618171",16:09:41,16:05:00,16:25:00,40
3439,"2020-02-22 16:09:09.596149",16:09:43,16:05:00,16:25:00,17
3440,"2020-02-22 16:09:38.427091",16:10:16,16:05:00,16:25:00,19
3441,"2020-02-22 16:10:07.934540",16:10:04,16:05:00,16:25:00,10
3442,"2020-02-22 16:10:26.077056",16:20:04,16:05:00,16:25:00,289
3443,"2020-02-22 16:15:24.506785",16:19:13,16:05:00,16:25:00,114
3444,"2020-02-22 16:17:27.919776",16:20:08,16:05:00,16:25:00,80
3445,"2020-02-22 16:18:56.602255",16:20:21,16:05:00,16:25:00,42
3446,"2020-02-22 16:19:49.688595",16:21:10,16:05:00,16:25:00,40
3447,"2020-02-22 16:20:38.219194",16:20:44,16:05:00,16:25:00,10
3448,"2020-02-22 16:20:56.218080",16:20:43,16:05:00,16:25:00,10
3449,"2020-02-22 16:21:14.081866",16:32:36,16:25:00,16:45:00,341
3450,"2020-02-22 16:27:07.859908",16:31:58,16:25:00,16:45:00,145
3451,"2020-02-22 16:29:41.753158",16:32:30,16:25:00,16:45:00,84
3452,"2020-02-22 16:31:15.049595",16:32:40,16:25:00,16:45:00,42
3453,"2020-02-22 16:32:08.466269",16:33:04,16:25:00,16:45:00,28
3454,"2020-02-22 16:32:45.978618",16:32:41,16:25:00,16:45:00,10
3455,"2020-02-22 16:33:04.768882",16:32:41,16:25:00,16:45:00,10
3456,"2020-02-22 16:33:22.554828",16:47:32,16:45:00,17:05:00,425
3457,"2020-02-22 16:40:36.450074",16:47:10,16:45:00,17:05:00,197
3458,"2020-02-22 16:44:05.990350",16:47:57,16:45:00,17:05:00,116
3459,"2020-02-22 16:46:13.530959",16:48:25,16:45:00,17:05:00,66
3460,"2020-02-22 16:47:32.795203",16:47:57,16:45:00,17:05:00,12
3461,"2020-02-22 16:47:56.286739",16:47:54,16:45:00,17:05:00,10
3462,"2020-02-22 16:48:14.484034",16:47:54,16:45:00,17:05:00,10
3463,"2020-02-22 16:48:32.340962",17:06:18,17:05:00,17:25:00,533
3464,"2020-02-22 16:57:37.158720",17:07:18,17:05:00,17:25:00,290
3465,"2020-02-22 17:02:35.995006",17:07:39,17:05:00,17:25:00,152
3466,"2020-02-22 17:05:19.860085",17:07:45,17:05:00,17:25:00,73
3467,"2020-02-22 17:06:43.627525",17:08:12,17:05:00,17:25:00,44
3468,"2020-02-22 17:07:36.969731",17:07:57,17:05:00,17:25:00,10
3469,"2020-02-22 17:07:54.877246",17:07:54,17:05:00,17:25:00,10
3470,"2020-02-22 17:08:13.248926",17:25:42,17:25:00,17:45:00,524
3471,"2020-02-22 17:17:07.422711",17:27:33,17:25:00,17:45:00,313
3472,"2020-02-22 17:22:31.621527",17:28:36,17:25:00,17:45:00,182
3473,"2020-02-22 17:25:45.400486",17:28:51,17:25:00,17:45:00,93
3474,"2020-02-22 17:27:33.622439",17:29:02,17:25:00,17:45:00,44
3475,"2020-02-22 17:28:29.861145",17:29:23,17:25:00,17:45:00,27
3476,"2020-02-22 17:29:08.719340",17:30:18,17:25:00,17:45:00,35
3477,"2020-02-22 17:29:53.153381",17:30:00,17:25:00,17:45:00,10
3478,"2020-02-22 17:30:12.386299",17:30:00,17:25:00,17:45:00,10
3479,"2020-02-22 17:30:30.898703",17:49:34,17:45:00,18:05:00,572
3480,"2020-02-22 17:40:17.063197",17:52:48,17:45:00,18:05:00,375
3481,"2020-02-22 17:46:47.761870",17:52:02,17:45:00,18:05:00,157
3482,"2020-02-22 17:49:35.694416",17:52:02,17:45:00,18:05:00,73
3483,"2020-02-22 17:50:59.911636",17:52:25,17:45:00,18:05:00,43
3484,"2020-02-22 17:51:54.241433",17:52:54,17:45:00,18:05:00,30
3485,"2020-02-22 17:52:33.594102",17:52:23,17:45:00,18:05:00,10
3486,"2020-02-22 17:52:56.196707",18:03:24,17:45:00,18:05:00,314
3487,"2020-02-22 17:58:21.220103",18:04:40,17:45:00,18:05:00,189
3488,"2020-02-22 18:01:39.592640",18:04:22,17:45:00,18:05:00,81
3489,"2020-02-22 18:03:13.566487",18:04:22,17:45:00,18:05:00,34
3490,"2020-02-22 18:03:56.853852",18:04:38,17:45:00,18:05:00,21
3491,"2020-02-22 18:04:30.681198",18:04:55,17:45:00,18:05:00,12
3492,"2020-02-22 18:04:53.931362",18:04:57,17:45:00,18:05:00,10
3493,"2020-02-22 18:05:12.073210",18:14:38,18:05:00,18:17:00,283
3494,"2020-02-22 18:10:06.234520",18:15:49,18:05:00,18:17:00,171
3495,"2020-02-22 18:13:09.846813",18:16:07,18:05:00,18:17:00,89
3496,"2020-02-22 18:14:47.870291",18:16:07,18:05:00,18:17:00,40
3497,"2020-02-22 18:15:36.380408",18:16:31,18:05:00,18:17:00,27
3498,"2020-02-22 18:16:14.913333",18:16:34,18:05:00,18:17:00,10
3499,"2020-02-22 18:16:32.909954",18:16:34,18:05:00,18:17:00,10
3500,"2020-02-22 18:16:51.000849",18:16:34,18:05:00,18:17:00,10
3501,"2020-02-22 18:17:09.001147",18:44:32,18:41:00,18:53:00,821
3502,"2020-02-22 18:30:58.662056",18:46:36,18:41:00,18:53:00,469
3503,"2020-02-22 18:38:58.015396",18:47:41,18:41:00,18:53:00,261
3504,"2020-02-22 18:43:31.594338",18:48:39,18:41:00,18:53:00,154
3505,"2020-02-22 18:46:15.412231",18:48:54,18:41:00,18:53:00,79
3506,"2020-02-22 18:47:44.143264",18:48:54,18:41:00,18:53:00,35
3507,"2020-02-22 18:48:27.706152",18:48:54,18:41:00,18:53:00,13
3508,"2020-02-22 18:48:50.983103",18:48:54,18:41:00,18:53:00,10
3509,"2020-02-22 18:49:09.360550",18:48:54,18:41:00,18:53:00,10
3510,"2020-02-22 18:49:27.299067",18:48:54,18:41:00,18:53:00,10
3511,"2020-02-22 18:49:45.719521",18:48:54,18:41:00,18:53:00,10
3512,"2020-02-22 18:50:04.386354",18:48:54,18:41:00,18:53:00,10
3513,"2020-02-22 18:50:21.782236",18:48:54,18:41:00,18:53:00,10
3514,"2020-02-22 18:50:40.228955",19:06:24,19:04:00,19:12:00,472
3515,"2020-02-22 18:58:44.602605",19:08:15,19:04:00,19:12:00,285
3516,"2020-02-22 19:03:38.716373",19:09:51,19:04:00,19:12:00,186
3517,"2020-02-22 19:06:57.690489",19:11:17,19:04:00,19:12:00,130
3518,"2020-02-22 19:09:16.847100",19:11:27,19:04:00,19:12:00,65
3519,"2020-02-22 19:10:30.330974",19:11:36,19:04:00,19:12:00,33
3520,"2020-02-22 19:11:13.347034",19:11:48,19:04:00,19:12:00,17
3521,"2020-02-22 19:11:41.825662",19:12:32,19:12:00,19:23:00,25
3522,"2020-02-22 19:12:15.103388",19:12:10,19:12:00,19:23:00,10
3523,"2020-02-22 19:12:33.234688",19:18:28,19:12:00,19:23:00,177
3524,"2020-02-22 19:15:41.277141",19:17:40,19:12:00,19:23:00,59
3525,"2020-02-22 19:16:48.909029",19:17:27,19:12:00,19:23:00,19
3526,"2020-02-22 19:17:17.183502",19:17:12,19:12:00,19:23:00,10
3527,"2020-02-22 19:17:35.456078",19:31:39,19:23:00,19:34:00,422
3528,"2020-02-22 19:24:49.337828",19:32:38,19:23:00,19:34:00,234
3529,"2020-02-22 19:28:53.336537",19:32:43,19:23:00,19:34:00,115
3530,"2020-02-22 19:30:57.257343",19:33:31,19:23:00,19:34:00,77
3531,"2020-02-22 19:32:25.881415",19:33:40,19:23:00,19:34:00,37
3532,"2020-02-22 19:33:14.193026",19:33:21,19:23:00,19:34:00,10
3533,"2020-02-22 19:33:32.254088",19:33:21,19:23:00,19:34:00,10
3534,"2020-02-22 19:33:50.446150",19:43:36,19:34:00,19:45:00,293
3535,"2020-02-22 19:38:54.103006",19:43:08,19:34:00,19:45:00,127
3536,"2020-02-22 19:41:12.727865",19:44:07,19:34:00,19:45:00,87
3537,"2020-02-22 19:42:51.475841",19:44:06,19:34:00,19:45:00,37
3538,"2020-02-22 19:43:39.911213",19:44:03,19:34:00,19:45:00,12
3539,"2020-02-22 19:44:03.545354",19:44:00,19:34:00,19:45:00,10
3540,"2020-02-22 19:44:21.461255",,,,40
3541,"2020-02-22 19:45:09.551482",,,,70
3542,"2020-02-22 19:46:27.408326",20:15:54,20:04:00,20:24:00,883
3543,"2020-02-22 20:01:21.468624",20:16:14,20:04:00,20:24:00,446
3544,"2020-02-22 20:09:00.590873",20:17:12,20:04:00,20:24:00,246
3545,"2020-02-22 20:13:19.502975",20:18:02,20:04:00,20:24:00,141
3546,"2020-02-22 20:15:52.850183",20:19:14,20:04:00,20:24:00,101
3547,"2020-02-22 20:17:46.671977",20:19:31,20:04:00,20:24:00,52
3548,"2020-02-22 20:18:50.096568",20:18:45,20:04:00,20:24:00,10
3549,"2020-02-22 20:19:08.655005",,,,40
3550,"2020-02-22 20:19:56.588134",,,,70
3551,"2020-02-22 20:21:14.200792",,,,100
3552,"2020-02-22 20:23:02.780264",,,,130
3553,"2020-02-22 20:25:21.806530",,,,160
3554,"2020-02-22 20:28:10.154416",,,,190
3555,"2020-02-22 20:31:28.535888",,,,220
3556,"2020-02-22 20:35:17.428137",21:04:17,21:04:00,21:21:00,870
3557,"2020-02-22 20:49:57.002119",21:09:55,21:04:00,21:21:00,599
3558,"2020-02-22 21:00:06.226521",21:07:10,21:04:00,21:21:00,212
3559,"2020-02-22 21:03:49.672291",21:07:57,21:04:00,21:21:00,124
3560,"2020-02-22 21:06:03.764928",21:08:22,21:04:00,21:21:00,69
3561,"2020-02-22 21:07:22.291288",21:08:31,21:04:00,21:21:00,34
3562,"2020-02-22 21:08:05.860875",21:08:34,21:04:00,21:21:00,14
3563,"2020-02-22 21:08:28.538840",21:08:38,21:04:00,21:21:00,10
3564,"2020-02-22 21:08:45.846339",21:08:33,21:04:00,21:21:00,10
3565,"2020-02-22 21:09:04.080844",21:08:33,21:04:00,21:21:00,10
3566,"2020-02-22 21:09:22.025711",21:13:29,21:04:00,21:21:00,123
3567,"2020-02-22 21:11:35.469121",21:13:45,21:04:00,21:21:00,65
3568,"2020-02-22 21:12:49.506085",21:13:52,21:04:00,21:21:00,31
3569,"2020-02-22 21:13:33.019599",21:14:39,21:04:00,21:21:00,33
3570,"2020-02-22 21:14:16.554930",21:14:13,21:04:00,21:21:00,10
3571,"2020-02-22 21:14:34.862269",21:40:20,21:38:00,21:57:00,773
3572,"2020-02-22 21:27:39.302920",21:40:55,21:38:00,21:57:00,398
3573,"2020-02-22 21:34:28.413864",21:40:41,21:38:00,21:57:00,186
3574,"2020-02-22 21:37:47.432330",21:40:00,21:38:00,21:57:00,66
3575,"2020-02-22 21:39:06.335514",21:40:39,21:38:00,21:57:00,46
3576,"2020-02-22 21:40:05.304413",21:39:52,21:38:00,21:57:00,10
3577,"2020-02-22 21:40:23.120995",21:39:52,21:38:00,21:57:00,10
3578,"2020-02-22 21:40:41.016355",22:06:50,21:57:00,22:27:00,784
3579,"2020-02-22 21:53:56.035789",22:06:32,21:57:00,22:27:00,378
3580,"2020-02-22 22:00:24.896216",22:07:18,21:57:00,22:27:00,207
3581,"2020-02-22 22:04:03.635889",22:07:50,21:57:00,22:27:00,113
3582,"2020-02-22 22:06:07.479089",22:07:46,21:57:00,22:27:00,49
3583,"2020-02-22 22:07:06.319973",22:07:59,21:57:00,22:27:00,26
3584,"2020-02-22 22:07:44.910943",22:08:13,21:57:00,22:27:00,14
3585,"2020-02-22 22:08:08.725169",22:08:13,21:57:00,22:27:00,10
3586,"2020-02-22 22:08:27.015355",22:08:15,21:57:00,22:27:00,10
3587,"2020-02-22 22:08:45.055309",,,,40
3588,"2020-02-22 22:09:33.784339",,,,70
3589,"2020-02-22 22:10:52.458165",,,,100
3590,"2020-02-22 22:12:41.746250",22:40:53,22:27:00,22:57:00,846
3591,"2020-02-22 22:26:56.393260",22:41:07,22:27:00,22:57:00,425
3592,"2020-02-22 22:34:10.300546",22:43:08,22:27:00,22:57:00,269
