id,request_time,bus_income,left_db_border,right_db_border,timeout
2057,"2020-02-19 23:49:40.248728",00:02:04,23:57:00,00:27:00,10
2058,"2020-02-19 23:49:58.780834",00:02:04,23:57:00,00:27:00,10
2059,"2020-02-19 23:50:16.867600",00:01:56,23:57:00,00:27:00,10
2060,"2020-02-19 23:50:34.556315",00:01:55,23:57:00,00:27:00,10
2061,"2020-02-19 23:50:52.538038",00:02:16,23:57:00,00:27:00,10
2062,"2020-02-19 23:51:10.819326",00:02:09,23:57:00,00:27:00,10
2063,"2020-02-19 23:51:28.671610",00:01:56,23:57:00,00:27:00,10
2064,"2020-02-19 23:51:46.376499",00:02:03,23:57:00,00:27:00,10
2065,"2020-02-19 23:52:04.408692",00:01:53,23:57:00,00:27:00,10
2066,"2020-02-19 23:52:22.273893",00:01:51,23:57:00,00:27:00,10
2067,"2020-02-19 23:52:40.264393",00:01:51,23:57:00,00:27:00,10
2068,"2020-02-19 23:52:58.028354",00:02:02,23:57:00,00:27:00,10
2069,"2020-02-19 23:53:16.285757",00:01:50,23:57:00,00:27:00,10
2070,"2020-02-19 23:53:34.333601",00:01:46,23:57:00,00:27:00,10
2071,"2020-02-19 23:53:52.458878",00:01:46,23:57:00,00:27:00,10
2072,"2020-02-19 23:54:10.773157",00:01:57,23:57:00,00:27:00,10
2073,"2020-02-19 23:54:28.549512",00:01:57,23:57:00,00:27:00,10
2074,"2020-02-19 23:54:46.560155",00:02:13,23:57:00,00:27:00,10
2075,"2020-02-19 23:55:04.992777",00:02:00,23:57:00,00:27:00,10
2076,"2020-02-19 23:55:22.627828",00:01:48,23:57:00,00:27:00,10
2077,"2020-02-19 23:55:40.765582",00:01:48,23:57:00,00:27:00,10
2078,"2020-02-19 23:55:59.030547",00:01:23,23:57:00,00:27:00,10
2079,"2020-02-19 23:56:16.901009",00:01:29,23:57:00,00:27:00,10
2080,"2020-02-19 23:56:35.247430",00:01:29,23:57:00,00:27:00,10
2081,"2020-02-19 23:56:53.300690",00:01:35,23:57:00,00:27:00,10
2082,"2020-02-19 23:57:11.432256",00:01:23,23:57:00,00:27:00,10
2083,"2020-02-19 23:57:29.718297",00:01:23,23:57:00,00:27:00,10
2084,"2020-02-19 23:57:48.446188",00:01:28,23:57:00,00:27:00,10
2085,"2020-02-19 23:58:07.365649",00:01:28,23:57:00,00:27:00,10
2086,"2020-02-19 23:58:24.942319",00:01:37,23:57:00,00:27:00,10
2087,"2020-02-19 23:58:42.959864",00:01:37,23:57:00,00:27:00,10
2088,"2020-02-19 23:59:01.227715",00:01:20,23:57:00,00:27:00,10
2089,"2020-02-19 23:59:19.348390",00:01:20,23:57:00,00:27:00,10
2090,"2020-02-19 23:59:37.956534",00:01:16,23:57:00,00:27:00,10
2091,"2020-02-19 23:59:55.887457",00:01:12,23:57:00,00:27:00,10
2092,"2020-02-20 00:00:14.187989",00:01:12,23:57:00,00:27:00,29
2093,"2020-02-20 00:00:52.955655",00:01:26,23:57:00,00:27:00,17
2094,"2020-02-20 00:01:21.433307",00:01:33,23:57:00,00:27:00,10
2095,"2020-02-20 00:01:39.520986",00:01:31,23:57:00,00:27:00,10
2096,"2020-02-20 00:01:58.006150",00:01:31,23:57:00,00:27:00,10
2097,"2020-02-20 00:02:16.386682",00:27:14,00:27:00,00:57:00,749
2098,"2020-02-20 00:14:56.061672",00:28:08,00:27:00,00:57:00,396
2099,"2020-02-20 00:21:46.024356",00:27:25,00:27:00,00:57:00,169
2100,"2020-02-20 00:24:45.062756",00:27:16,00:27:00,00:57:00,75
2101,"2020-02-20 00:26:09.103222",00:27:48,00:27:00,00:57:00,49
2102,"2020-02-20 00:27:07.998507",00:27:49,00:27:00,00:57:00,21
2103,"2020-02-20 00:27:41.530473",00:27:50,00:27:00,00:57:00,10
2104,"2020-02-20 00:28:00.092083",00:27:52,00:27:00,00:57:00,10
2105,"2020-02-20 00:28:18.781432",00:56:19,00:27:00,00:57:00,840
2106,"2020-02-20 00:42:28.656336",00:56:10,00:27:00,00:57:00,411
2107,"2020-02-20 00:49:32.813016",00:55:26,00:27:00,00:57:00,177
2108,"2020-02-20 00:52:41.171257",00:56:20,00:27:00,00:57:00,109
2109,"2020-02-20 00:54:39.907502",00:57:13,00:57:00,01:27:00,77
2110,"2020-02-20 00:56:08.465529",00:56:37,00:27:00,00:57:00,14
2111,"2020-02-20 00:56:32.257544",00:56:38,00:27:00,00:57:00,10
2112,"2020-02-20 00:56:50.289943",00:56:38,00:27:00,00:57:00,10
2113,"2020-02-20 00:57:08.441839",00:56:38,00:27:00,00:57:00,10
2114,"2020-02-20 00:57:26.632179",01:20:35,00:57:00,01:27:00,694
2115,"2020-02-20 01:09:11.808102",01:22:41,00:57:00,01:27:00,405
2116,"2020-02-20 01:16:05.233255",01:24:09,00:57:00,01:27:00,242
2117,"2020-02-20 01:20:19.010416",01:24:06,00:57:00,01:27:00,113
2118,"2020-02-20 01:22:22.811056",01:24:00,00:57:00,01:27:00,49
2119,"2020-02-20 01:23:21.307125",01:24:06,00:57:00,01:27:00,22
2120,"2020-02-20 01:23:55.143305",01:24:02,00:57:00,01:27:00,10
2121,"2020-02-20 01:24:13.625909",01:24:06,00:57:00,01:27:00,10
2122,"2020-02-20 01:24:32.042106",01:54:01,01:27:00,01:57:00,884
2123,"2020-02-20 01:39:26.862373",01:51:44,01:27:00,01:57:00,369
2124,"2020-02-20 01:45:45.368916",01:53:31,01:27:00,01:57:00,233
2125,"2020-02-20 01:49:50.491950",01:52:59,01:27:00,01:57:00,94
2126,"2020-02-20 01:51:33.636409",01:52:45,01:27:00,01:57:00,36
2127,"2020-02-20 01:52:22.252791",01:52:17,01:27:00,01:57:00,10
2128,"2020-02-20 01:52:40.585539",,,,40
2129,"2020-02-20 01:53:28.651173",,,,70
2130,"2020-02-20 01:54:47.070946",,,,100
2131,"2020-02-20 01:56:35.915542",,,,130
2132,"2020-02-20 01:58:54.459982",,,,160
2133,"2020-02-20 02:01:43.218865",,,,190
2134,"2020-02-20 02:05:01.291426",,,,220
2135,"2020-02-20 02:08:50.215942",,,,250
2136,"2020-02-20 02:13:08.917212",,,,280
2137,"2020-02-20 02:17:57.761608",,,,310
2138,"2020-02-20 02:23:16.741640",,,,340
2139,"2020-02-20 02:29:05.804790",,,,370
2140,"2020-02-20 02:35:24.466949",,,,400
2141,"2020-02-20 02:42:13.103454",,,,430
2142,"2020-02-20 02:49:32.067351",,,,460
2143,"2020-02-20 02:57:21.049114",,,,490
2144,"2020-02-20 03:05:40.191916",,,,520
2145,"2020-02-20 03:14:29.313811",,,,550
2146,"2020-02-20 03:23:48.341913",,,,580
2147,"2020-02-20 03:33:37.635432",,,,610
2148,"2020-02-20 03:43:57.017707",,,,640
2149,"2020-02-20 03:54:46.595019",,,,670
2150,"2020-02-20 04:06:06.230324",,,,700
2151,"2020-02-20 04:17:55.378444",,,,730
2152,"2020-02-20 04:30:14.977816",,,,760
2153,"2020-02-20 04:43:03.784368",,,,790
2154,"2020-02-20 04:56:23.369888",,,,820
2155,"2020-02-20 05:10:12.474110",,,,850
2156,"2020-02-20 05:24:31.805896",05:50:17,05:50:00,06:10:00,773
2157,"2020-02-20 05:37:37.687219",,,,803
2158,"2020-02-20 05:51:11.719380",06:09:34,05:50:00,06:10:00,551
2159,"2020-02-20 06:00:36.013458",06:08:44,05:50:00,06:10:00,244
2160,"2020-02-20 06:04:49.748293",06:09:35,05:50:00,06:10:00,143
2161,"2020-02-20 06:07:23.298842",06:09:25,05:50:00,06:10:00,61
2162,"2020-02-20 06:08:37.418501",06:08:34,05:50:00,06:10:00,10
2163,"2020-02-20 06:08:55.840676",06:32:04,06:30:00,06:50:00,694
2164,"2020-02-20 06:20:39.759264",06:30:50,06:30:00,06:50:00,305
2165,"2020-02-20 06:25:54.446295",06:31:30,06:30:00,06:50:00,168
2166,"2020-02-20 06:28:53.349431",06:32:19,06:30:00,06:50:00,103
2167,"2020-02-20 06:30:47.374491",06:31:10,06:30:00,06:50:00,11
2168,"2020-02-20 06:31:11.062888",06:30:59,06:30:00,06:50:00,10
2169,"2020-02-20 06:31:29.699620",06:30:59,06:30:00,06:50:00,10
2170,"2020-02-20 06:31:47.883231",06:52:56,06:50:00,07:02:00,634
2171,"2020-02-20 06:42:32.851529",06:52:46,06:50:00,07:02:00,307
2172,"2020-02-20 06:47:51.763299",06:52:40,06:50:00,07:02:00,144
2173,"2020-02-20 06:50:25.731282",06:53:47,06:50:00,07:02:00,101
2174,"2020-02-20 06:52:19.418866",07:02:29,07:02:00,07:19:00,305
2175,"2020-02-20 06:57:33.467146",07:03:07,07:02:00,07:19:00,167
2176,"2020-02-20 07:00:33.461805",07:03:51,07:02:00,07:19:00,99
2177,"2020-02-20 07:02:23.237227",07:03:57,07:02:00,07:19:00,47
2178,"2020-02-20 07:03:21.074069",07:04:23,07:02:00,07:19:00,31
2179,"2020-02-20 07:04:05.134263",07:03:56,07:02:00,07:19:00,10
2180,"2020-02-20 07:04:23.737251",07:16:00,07:02:00,07:19:00,348
2181,"2020-02-20 07:10:22.896185",07:16:14,07:02:00,07:19:00,176
2182,"2020-02-20 07:13:31.859610",07:17:00,07:02:00,07:19:00,104
2183,"2020-02-20 07:15:25.233751",07:17:33,07:02:00,07:19:00,64
2184,"2020-02-20 07:16:39.484687",07:16:48,07:02:00,07:19:00,10
2185,"2020-02-20 07:16:58.099599",07:16:46,07:02:00,07:19:00,10
2186,"2020-02-20 07:17:16.570658",07:16:46,07:02:00,07:19:00,10
2187,"2020-02-20 07:17:35.436282",07:16:46,07:02:00,07:19:00,10
2188,"2020-02-20 07:17:54.220102",07:16:46,07:02:00,07:19:00,10
2189,"2020-02-20 07:18:12.766667",07:28:51,07:19:00,07:33:00,319
2190,"2020-02-20 07:23:42.079390",07:30:39,07:19:00,07:33:00,208
2191,"2020-02-20 07:27:20.862249",07:31:46,07:19:00,07:33:00,133
2192,"2020-02-20 07:29:44.701904",07:32:41,07:19:00,07:33:00,88
2193,"2020-02-20 07:31:23.636902",07:33:01,07:33:00,07:48:00,49
2194,"2020-02-20 07:32:22.627398",07:32:43,07:19:00,07:33:00,10
2195,"2020-02-20 07:32:40.757580",07:32:43,07:19:00,07:33:00,10
2196,"2020-02-20 07:32:59.297693",07:49:32,07:48:00,08:01:00,496
2197,"2020-02-20 07:41:28.343008",07:50:38,07:48:00,08:01:00,275
2198,"2020-02-20 07:46:12.637375",07:52:06,07:48:00,08:01:00,177
2199,"2020-02-20 07:49:21.036641",07:51:53,07:48:00,08:01:00,76
2200,"2020-02-20 07:50:49.759233",07:51:45,07:48:00,08:01:00,28
2201,"2020-02-20 07:51:28.459946",07:51:48,07:48:00,08:01:00,10
2202,"2020-02-20 07:51:47.244446",07:51:47,07:48:00,08:01:00,10
2203,"2020-02-20 07:52:05.801602",08:01:57,08:01:00,08:15:00,296
2204,"2020-02-20 07:57:14.794928",08:04:12,08:01:00,08:15:00,209
2205,"2020-02-20 08:00:53.527911",08:04:20,08:01:00,08:15:00,103
2206,"2020-02-20 08:02:47.892784",08:04:28,08:01:00,08:15:00,50
2207,"2020-02-20 08:03:46.252584",08:04:49,08:01:00,08:15:00,31
2208,"2020-02-20 08:04:29.993760",08:04:48,08:01:00,08:15:00,10
2209,"2020-02-20 08:04:48.414981",08:04:41,08:01:00,08:15:00,10
2210,"2020-02-20 08:05:07.575795",08:12:40,08:01:00,08:15:00,226
2211,"2020-02-20 08:09:06.638767",08:13:20,08:01:00,08:15:00,127
2212,"2020-02-20 08:11:24.867003",08:13:12,08:01:00,08:15:00,54
2213,"2020-02-20 08:12:28.559984",08:13:47,08:01:00,08:15:00,39
2214,"2020-02-20 08:13:17.337528",08:13:42,08:01:00,08:15:00,12
2215,"2020-02-20 08:13:40.760901",08:13:32,08:01:00,08:15:00,10
2216,"2020-02-20 08:13:59.177248",08:23:22,08:15:00,08:28:00,281
2217,"2020-02-20 08:18:53.267304",08:25:01,08:15:00,08:28:00,184
2218,"2020-02-20 08:22:08.415004",08:23:38,08:15:00,08:28:00,45
2219,"2020-02-20 08:23:07.074749",08:23:58,08:15:00,08:28:00,25
2220,"2020-02-20 08:23:40.683401",08:23:44,08:15:00,08:28:00,10
2221,"2020-02-20 08:23:59.112797",08:23:42,08:15:00,08:28:00,10
2222,"2020-02-20 08:24:17.804272",08:36:50,08:28:00,08:41:00,376
2223,"2020-02-20 08:30:47.304905",08:37:54,08:28:00,08:41:00,213
2224,"2020-02-20 08:34:31.930022",08:38:25,08:28:00,08:41:00,117
2225,"2020-02-20 08:36:40.968446",08:39:01,08:28:00,08:41:00,70
2226,"2020-02-20 08:37:59.497918",08:39:27,08:28:00,08:41:00,44
2227,"2020-02-20 08:38:53.644938",08:39:26,08:28:00,08:41:00,16
2228,"2020-02-20 08:39:22.554425",08:39:18,08:28:00,08:41:00,10
2229,"2020-02-20 08:39:42.249501",08:48:26,08:41:00,08:54:00,262
2230,"2020-02-20 08:44:15.234099",08:48:50,08:41:00,08:54:00,137
2231,"2020-02-20 08:46:44.444312",08:48:22,08:41:00,08:54:00,49
2232,"2020-02-20 08:47:42.891266",08:49:01,08:41:00,08:54:00,39
2233,"2020-02-20 08:48:31.679827",08:49:02,08:41:00,08:54:00,15
2234,"2020-02-20 08:48:55.210891",08:49:01,08:41:00,08:54:00,10
2235,"2020-02-20 08:49:14.266582",08:49:01,08:41:00,08:54:00,10
2236,"2020-02-20 08:49:32.623981",09:01:21,08:54:00,09:05:00,354
2237,"2020-02-20 08:55:36.549101",09:03:34,08:54:00,09:05:00,239
2238,"2020-02-20 08:59:45.535878",09:02:29,08:54:00,09:05:00,82
2239,"2020-02-20 09:01:19.208688",09:02:23,08:54:00,09:05:00,32
2240,"2020-02-20 09:02:03.282877",09:03:11,08:54:00,09:05:00,34
2241,"2020-02-20 09:02:47.339347",09:02:49,08:54:00,09:05:00,10
2242,"2020-02-20 09:03:05.313505",09:13:02,09:05:00,09:15:00,298
2243,"2020-02-20 09:08:14.597414",09:12:39,09:05:00,09:15:00,132
2244,"2020-02-20 09:10:38.608285",09:12:52,09:05:00,09:15:00,67
2245,"2020-02-20 09:11:57.076711",09:12:49,09:05:00,09:15:00,26
2246,"2020-02-20 09:12:35.894321",09:13:39,09:05:00,09:15:00,32
2247,"2020-02-20 09:13:19.557837",09:13:12,09:05:00,09:15:00,10
2248,"2020-02-20 09:13:38.503826",09:25:06,09:15:00,09:26:00,344
2249,"2020-02-20 09:19:32.407830",09:24:02,09:15:00,09:26:00,135
2250,"2020-02-20 09:21:57.488463",09:24:03,09:15:00,09:26:00,63
2251,"2020-02-20 09:23:11.259225",09:24:11,09:15:00,09:26:00,30
2252,"2020-02-20 09:23:50.331273",09:23:44,09:15:00,09:26:00,10
2253,"2020-02-20 09:24:09.156261",09:40:26,09:39:00,09:54:00,488
2254,"2020-02-20 09:32:28.659758",09:42:47,09:39:00,09:54:00,309
2255,"2020-02-20 09:37:47.671847",09:43:46,09:39:00,09:54:00,179
2256,"2020-02-20 09:40:56.768053",09:43:39,09:39:00,09:54:00,81
2257,"2020-02-20 09:42:31.049941",09:43:32,09:39:00,09:54:00,30
2258,"2020-02-20 09:43:09.956099",09:43:20,09:39:00,09:54:00,10
2259,"2020-02-20 09:43:28.621928",09:43:17,09:39:00,09:54:00,10
2260,"2020-02-20 09:43:47.675022",09:56:28,09:54:00,10:09:00,380
2261,"2020-02-20 09:50:16.548523",09:55:35,09:54:00,10:09:00,159
2262,"2020-02-20 09:53:05.597795",09:55:57,09:54:00,10:09:00,86
2263,"2020-02-20 09:54:44.459361",09:56:04,09:54:00,10:09:00,40
2264,"2020-02-20 09:55:33.263865",09:55:57,09:54:00,10:09:00,12
2265,"2020-02-20 09:55:57.056644",09:55:53,09:54:00,10:09:00,10
2266,"2020-02-20 09:56:15.145815",09:55:54,09:54:00,10:09:00,10
2267,"2020-02-20 09:56:33.901743",10:06:16,09:54:00,10:09:00,291
2268,"2020-02-20 10:01:38.354129",10:06:45,09:54:00,10:09:00,153
2269,"2020-02-20 10:04:22.642745",10:06:19,09:54:00,10:09:00,58
2270,"2020-02-20 10:05:31.310510",10:06:41,09:54:00,10:09:00,35
2271,"2020-02-20 10:06:15.428819",10:07:40,09:54:00,10:09:00,42
2272,"2020-02-20 10:07:10.002012",10:07:31,09:54:00,10:09:00,10
2273,"2020-02-20 10:07:28.744926",10:07:32,09:54:00,10:09:00,10
2274,"2020-02-20 10:07:47.215387",10:07:29,09:54:00,10:09:00,10
2275,"2020-02-20 10:08:05.990235",10:23:39,10:09:00,10:24:00,467
2276,"2020-02-20 10:16:04.902556",10:23:18,10:09:00,10:24:00,217
2277,"2020-02-20 10:19:53.859160",10:23:02,10:09:00,10:24:00,94
2278,"2020-02-20 10:21:37.911781",10:22:40,10:09:00,10:24:00,31
2279,"2020-02-20 10:22:21.583727",10:22:31,10:09:00,10:24:00,10
2280,"2020-02-20 10:22:40.004701",10:22:31,10:09:00,10:24:00,10
2281,"2020-02-20 10:22:58.684852",10:22:31,10:09:00,10:24:00,10
2282,"2020-02-20 10:23:17.250075",10:40:37,10:39:00,10:54:00,520
2283,"2020-02-20 10:32:07.049189",10:39:42,10:39:00,10:54:00,227
2284,"2020-02-20 10:36:05.823982",10:40:04,10:39:00,10:54:00,119
2285,"2020-02-20 10:38:14.741571",10:39:58,10:39:00,10:54:00,52
2286,"2020-02-20 10:39:18.754894",10:39:20,10:39:00,10:54:00,10
2287,"2020-02-20 10:39:37.130606",10:39:20,10:39:00,10:54:00,10
2288,"2020-02-20 10:39:55.772560",10:56:23,10:54:00,11:09:00,494
2289,"2020-02-20 10:48:20.691577",10:58:16,10:54:00,11:09:00,298
2290,"2020-02-20 10:53:28.907869",10:56:19,10:54:00,11:09:00,85
2291,"2020-02-20 10:55:03.448044",10:56:28,10:54:00,11:09:00,42
2292,"2020-02-20 10:55:57.107929",10:56:52,10:54:00,11:09:00,27
2293,"2020-02-20 10:56:35.686695",10:56:37,10:54:00,11:09:00,10
2294,"2020-02-20 10:56:53.962757",10:56:35,10:54:00,11:09:00,10
2295,"2020-02-20 10:57:12.438151",11:07:21,10:54:00,11:09:00,304
2296,"2020-02-20 11:02:27.014521",11:07:51,10:54:00,11:09:00,162
2297,"2020-02-20 11:05:20.812825",11:07:52,10:54:00,11:09:00,76
2298,"2020-02-20 11:06:49.845400",11:07:52,10:54:00,11:09:00,31
2299,"2020-02-20 11:07:33.605205",11:07:55,10:54:00,11:09:00,11
2300,"2020-02-20 11:07:57.459925",11:07:53,10:54:00,11:09:00,10
2301,"2020-02-20 11:08:15.855223",11:21:33,11:09:00,11:24:00,399
2302,"2020-02-20 11:15:05.806109",11:21:30,11:09:00,11:24:00,192
2303,"2020-02-20 11:18:29.295040",11:22:05,11:09:00,11:24:00,108
2304,"2020-02-20 11:20:27.997566",11:21:41,11:09:00,11:24:00,37
2305,"2020-02-20 11:21:17.274165",11:21:44,11:09:00,11:24:00,13
2306,"2020-02-20 11:21:40.971486",11:21:33,11:09:00,11:24:00,10
2307,"2020-02-20 11:21:59.334310",11:40:31,11:39:00,11:54:00,556
2308,"2020-02-20 11:31:24.345928",11:39:04,11:39:00,11:54:00,230
2309,"2020-02-20 11:35:23.921525",11:40:07,11:39:00,11:54:00,142
2310,"2020-02-20 11:37:57.322955",11:39:49,11:39:00,11:54:00,56
2311,"2020-02-20 11:39:07.449414",11:40:23,11:39:00,11:54:00,38
2312,"2020-02-20 11:39:54.681093",11:40:22,11:39:00,11:54:00,14
2313,"2020-02-20 11:40:18.576249",11:40:17,11:39:00,11:54:00,10
2314,"2020-02-20 11:40:37.071972",11:51:12,11:39:00,11:54:00,317
2315,"2020-02-20 11:46:06.505792",11:51:26,11:39:00,11:54:00,160
2316,"2020-02-20 11:48:56.186835",11:50:48,11:39:00,11:54:00,56
2317,"2020-02-20 11:50:06.734847",11:51:38,11:39:00,11:54:00,46
2318,"2020-02-20 11:51:04.912454",11:51:14,11:39:00,11:54:00,10
2319,"2020-02-20 11:51:29.090584",11:51:16,11:39:00,11:54:00,10
2320,"2020-02-20 11:51:52.713669",12:05:31,11:54:00,12:09:00,409
2321,"2020-02-20 11:58:52.229519",12:06:42,11:54:00,12:09:00,235
2322,"2020-02-20 12:02:56.406290",12:05:48,11:54:00,12:09:00,86
2323,"2020-02-20 12:04:35.472890",12:05:38,11:54:00,12:09:00,31
2324,"2020-02-20 12:05:20.072484",12:05:40,11:54:00,12:09:00,10
2325,"2020-02-20 12:05:38.513334",12:05:38,11:54:00,12:09:00,10
2326,"2020-02-20 12:05:56.865421",12:23:18,12:09:00,12:24:00,521
2327,"2020-02-20 12:14:51.393367",12:23:59,12:09:00,12:24:00,274
2328,"2020-02-20 12:19:35.812934",12:24:40,12:24:00,12:39:00,152
2329,"2020-02-20 12:22:20.132651",12:24:01,12:24:00,12:39:00,50
2330,"2020-02-20 12:23:23.840916",12:24:19,12:24:00,12:39:00,28
2331,"2020-02-20 12:24:02.167512",12:25:18,12:24:00,12:39:00,38
2332,"2020-02-20 12:24:50.895600",12:36:41,12:24:00,12:39:00,355
2333,"2020-02-20 12:30:55.303443",12:39:51,12:39:00,12:54:00,268
2334,"2020-02-20 12:35:34.047858",12:38:56,12:24:00,12:39:00,101
2335,"2020-02-20 12:37:27.972216",12:39:17,12:39:00,12:54:00,55
2336,"2020-02-20 12:38:32.100590",12:38:54,12:24:00,12:39:00,11
2337,"2020-02-20 12:38:55.767265",12:38:52,12:24:00,12:39:00,10
2338,"2020-02-20 12:39:14.352637",12:52:01,12:39:00,12:54:00,383
2339,"2020-02-20 12:45:49.192613",12:53:23,12:39:00,12:54:00,227
2340,"2020-02-20 12:49:47.642986",12:53:50,12:39:00,12:54:00,121
2341,"2020-02-20 12:52:02.426013",12:53:38,12:39:00,12:54:00,48
2342,"2020-02-20 12:53:00.729872",12:53:47,12:39:00,12:54:00,23
2343,"2020-02-20 12:53:34.609061",12:54:05,12:54:00,13:09:00,15
2344,"2020-02-20 12:53:58.232977",12:54:05,12:54:00,13:09:00,10
2345,"2020-02-20 12:54:16.613898",12:54:00,12:54:00,13:09:00,10
2346,"2020-02-20 12:54:35.390084",13:07:05,12:54:00,13:09:00,375
2347,"2020-02-20 13:00:59.394343",13:09:07,13:09:00,13:24:00,244
2348,"2020-02-20 13:05:13.816012",13:09:46,13:09:00,13:24:00,136
2349,"2020-02-20 13:07:42.532752",13:10:25,13:09:00,13:24:00,81
2350,"2020-02-20 13:09:17.753216",13:10:44,13:09:00,13:24:00,43
2351,"2020-02-20 13:10:11.498265",13:11:05,13:09:00,13:24:00,27
2352,"2020-02-20 13:10:50.267614",13:11:05,13:09:00,13:24:00,10
2353,"2020-02-20 13:11:09.712381",13:11:01,13:09:00,13:24:00,10
2354,"2020-02-20 13:11:33.398948",13:24:36,13:24:00,13:39:00,391
2355,"2020-02-20 13:18:16.882341",13:25:20,13:24:00,13:39:00,212
2356,"2020-02-20 13:22:00.838302",13:25:18,13:24:00,13:39:00,99
2357,"2020-02-20 13:23:49.739320",13:25:36,13:24:00,13:39:00,53
2358,"2020-02-20 13:24:53.542567",13:25:47,13:24:00,13:39:00,27
2359,"2020-02-20 13:25:33.112420",13:25:41,13:24:00,13:39:00,10
2360,"2020-02-20 13:25:56.365255",13:25:37,13:24:00,13:39:00,10
2361,"2020-02-20 13:26:14.960455",13:37:19,13:24:00,13:39:00,332
2362,"2020-02-20 13:31:59.831135",13:37:26,13:24:00,13:39:00,163
2363,"2020-02-20 13:34:53.782044",13:37:59,13:24:00,13:39:00,93
2364,"2020-02-20 13:36:37.787316",13:37:51,13:24:00,13:39:00,37
2365,"2020-02-20 13:37:26.849730",13:37:55,13:24:00,13:39:00,14
2366,"2020-02-20 13:37:50.993058",13:37:48,13:24:00,13:39:00,10
2367,"2020-02-20 13:38:09.393784",13:37:48,13:24:00,13:39:00,10
2368,"2020-02-20 13:38:27.840330",13:51:27,13:39:00,13:54:00,390
2369,"2020-02-20 13:45:07.504094",13:52:04,13:39:00,13:54:00,208
2370,"2020-02-20 13:48:46.310929",13:53:19,13:39:00,13:54:00,136
2371,"2020-02-20 13:51:15.843070",13:52:50,13:39:00,13:54:00,47
2372,"2020-02-20 13:52:15.499164",13:52:50,13:39:00,13:54:00,17
2373,"2020-02-20 13:52:44.116235",13:53:19,13:39:00,13:54:00,17
2374,"2020-02-20 13:53:13.158157",13:53:10,13:39:00,13:54:00,10
2375,"2020-02-20 13:53:32.201392",13:53:10,13:39:00,13:54:00,10
2376,"2020-02-20 13:53:55.252172",14:14:26,14:09:00,14:24:00,615
2377,"2020-02-20 14:04:19.720658",14:16:09,14:09:00,14:24:00,355
2378,"2020-02-20 14:10:24.690808",14:17:36,14:09:00,14:24:00,216
2379,"2020-02-20 14:14:13.296486",14:17:41,14:09:00,14:24:00,104
2380,"2020-02-20 14:16:07.403727",14:17:57,14:09:00,14:24:00,55
2381,"2020-02-20 14:17:11.329302",14:18:28,14:09:00,14:24:00,38
2382,"2020-02-20 14:18:00.460085",14:19:10,14:09:00,14:24:00,35
2383,"2020-02-20 14:18:44.387847",14:18:37,14:09:00,14:24:00,10
2384,"2020-02-20 14:19:02.959894",14:23:50,14:09:00,14:24:00,144
2385,"2020-02-20 14:21:37.165686",14:23:19,14:09:00,14:24:00,51
2386,"2020-02-20 14:22:41.532758",14:23:29,14:09:00,14:24:00,24
2387,"2020-02-20 14:23:14.771778",14:23:20,14:09:00,14:24:00,10
2388,"2020-02-20 14:23:33.346009",14:23:20,14:09:00,14:24:00,10
2389,"2020-02-20 14:23:51.686529",14:38:30,14:24:00,14:39:00,439
2390,"2020-02-20 14:31:20.970196",14:38:50,14:24:00,14:39:00,225
2391,"2020-02-20 14:35:14.697961",14:39:49,14:39:00,14:54:00,137
2392,"2020-02-20 14:37:43.887183",14:40:24,14:39:00,14:54:00,80
2393,"2020-02-20 14:39:12.749993",14:40:50,14:39:00,14:54:00,49
2394,"2020-02-20 14:40:05.232519",,,,79
2395,"2020-02-20 14:41:33.038015",14:51:26,14:39:00,14:54:00,296
2396,"2020-02-20 14:46:41.889882",14:52:24,14:39:00,14:54:00,171
2397,"2020-02-20 14:49:45.693029",14:52:22,14:39:00,14:54:00,78
2398,"2020-02-20 14:51:14.522070",14:52:22,14:39:00,14:54:00,34
2399,"2020-02-20 14:51:57.836435",14:52:26,14:39:00,14:54:00,14
2400,"2020-02-20 14:52:21.315480",14:52:27,14:39:00,14:54:00,10
2401,"2020-02-20 14:52:40.933152",14:52:29,14:39:00,14:54:00,10
2402,"2020-02-20 14:52:59.263269",15:06:55,14:54:00,15:11:00,418
2403,"2020-02-20 15:00:08.529361",15:08:10,14:54:00,15:11:00,241
2404,"2020-02-20 15:04:23.256223",15:08:20,14:54:00,15:11:00,118
2405,"2020-02-20 15:06:31.574049",15:08:23,14:54:00,15:11:00,56
2406,"2020-02-20 15:07:40.070420",15:08:51,14:54:00,15:11:00,35
2407,"2020-02-20 15:08:23.638604",15:09:34,14:54:00,15:11:00,35
2408,"2020-02-20 15:09:08.016160",15:08:58,14:54:00,15:11:00,10
2409,"2020-02-20 15:09:26.192233",15:24:44,15:11:00,15:27:00,459
2410,"2020-02-20 15:17:15.313991",15:26:12,15:11:00,15:27:00,268
2411,"2020-02-20 15:21:54.048683",15:26:34,15:11:00,15:27:00,140
2412,"2020-02-20 15:24:22.464360",15:27:22,15:27:00,15:44:00,90
2413,"2020-02-20 15:26:01.192568",15:27:17,15:27:00,15:44:00,38
2414,"2020-02-20 15:26:49.555502",15:27:38,15:27:00,15:44:00,24
2415,"2020-02-20 15:27:23.076755",15:27:24,15:27:00,15:44:00,10
2416,"2020-02-20 15:27:41.242523",15:27:27,15:27:00,15:44:00,10
